guess,exp_remaining,entropy,worst_case,partitions
lares,288.7382053654024,6.14991874245313,832,192
rales,292.10607462226335,6.1143430994542305,832,182
tares,302.49167437557816,6.19405254437545,858,212
soare,303.8308664816528,6.06139539909626,769,179
reais,304.7610237434474,6.049777632888323,769,185
nares,305.54872032069073,6.066830765753897,823,184
aeros,309.73342584027137,6.013480318472086,801,172
rates,311.35538082022816,6.096242642514604,858,196
arles,314.73388837496145,6.029656532378526,832,174
serai,315.1333641689793,5.9736171680399535,697,173
saner,317.73604687018195,5.999263329266241,840,182
tales,325.5948196114709,6.054987761401192,865,196
aloes,326.70012334258405,5.944708752487147,850,173
reals,329.109004008634,5.999162055397664,832,186
lanes,330.21122417514647,5.971303767248142,842,187
lears,331.2750539623805,5.988782099885763,832,188
salet,333.65094048720323,6.016842875398266,865,194
laers,334.46793092815295,5.968985947815141,843,177
seral,335.69719395621337,5.953595576828299,832,182
teras,337.03839037927844,6.076619177276176,858,209
lores,339.86432315757014,5.976968564571464,986,188
earls,342.10021584952204,5.92662500939885,862,180
saine,342.25346901017576,5.962649288084524,848,187
raise,343.4048720320691,5.919736842516201,882,178
roles,345.1032994141227,5.941958662971235,986,181
reans,347.0380820228184,5.950810301312467,823,190
tears,349.5169596053037,6.032338670239809,858,204
aeons,350.06197964847365,5.843026969072004,861,166
sorel,350.32053654024054,5.916675826748222,986,182
nears,350.39870490286773,5.905220533834893,823,177
cares,350.9448041936479,5.966406181817178,901,196
aures,352.22463768115944,5.9301547505576275,885,181
dares,352.5821769966081,6.01033472994901,988,199
nates,352.6737588652482,5.895559211507816,850,181
stoae,353.4582176996608,5.770918828186665,825,164
laser,354.03576934936785,5.82967863570356,975,178
strae,354.16419981498615,5.897739659351546,858,178
toeas,354.6967314215233,5.905026726887668,962,177
tores,358.1404563675609,6.018294372182983,1102,199
mares,359.2058279370953,5.951777451541269,978,191
soler,360.90579710144925,5.8646463569754,986,177
sared,360.9370952821462,5.942603015777049,988,190
races,361.3085106382979,5.8590124299088595,901,176
pares,362.0741597286463,5.967345992114724,972,201
taser,362.45436324390994,5.88328309650694,1013,186
earns,362.55211224175144,5.884742020852892,943,176
orles,364.5107924761024,5.817171120284681,986,169
rones,365.4036386062288,5.896162519599141,1003,187
hares,366.0618254702436,5.877285065428586,937,190
snare,368.4400246685168,5.835020926007217,840,177
riles,368.79124267653407,5.8809666732015815,1029,185
sayer,369.98905334566757,5.735859291347878,940,167
rotes,370.56382978723406,5.917235482693107,1102,187
teals,371.2254085723096,5.938324842377538,913,195
stare,371.77027443724944,5.836005444667994,858,176
rapes,372.6460067838421,5.854187976967608,972,183
solei,372.7688868331792,5.790176208511162,860,166
leans,373.5,5.850950192144488,893,185
leats,374.990903484428,5.912290462231833,913,193
aesir,375.09343200740057,5.755166239558118,868,167
gares,375.62796793092815,5.862407509254536,982,192
neals,376.74761023743446,5.812018158021402,893,174
taels,376.86786925686096,5.9209441594692125,1123,189
dales,377.68840579710144,5.882367241549497,1007,189
laris,377.83024976873264,5.85492700904544,1071,183
dates,381.89793401171755,5.826197447356993,965,180
arose,382.0536540240518,5.754577440844561,867,164
taros,382.51788467468396,5.88137182732092,1064,196
bares,383.0744680851064,5.861712108863832,1008,199
rails,383.51803885291395,5.837152177110933,1071,179
tires,384.25794017884675,5.963365144184272,1161,196
lades,384.7258711069997,5.814185791113591,1007,186
roues,384.75979031760716,5.786879918257064,1028,171
siler,385.1507863089732,5.803012613116467,1029,178
kaies,385.22463768115944,5.726306673769942,821,164
rages,385.31606537156955,5.771715184223101,982,179
arets,386.24606845513415,5.879865984189512,940,184
lairs,386.5185013876041,5.820600368847814,1071,180
slate,386.7311131668208,5.8712153731584085,865,190
saice,388.4218316373728,5.7562967582084354,936,171
toles,388.7422139993833,5.882623256205499,1093,189
setal,389.83687943262413,5.797054697177062,913,176
dears,390.0723095898859,5.865236013129893,988,189
leirs,390.15063213074313,5.815291576400969,1029,174
sated,390.40934320074007,5.764406874489556,965,175
slier,391.5072463768116,5.775420338484018,1029,167
aides,391.97872340425533,5.766044574826906,1032,177
arise,392.4685476410731,5.7765212544104765,882,180
saute,392.8559975331483,5.799591561605326,988,177
ratos,392.93246993524514,5.790955867602784,1064,190
laces,393.11532531606537,5.758356997528116,941,170
tries,393.7950971322849,5.919202729460114,1161,196
ayres,394.04933703361087,5.763368454159949,993,180
salue,394.1145544249152,5.780382343192868,991,170
slane,394.15464076472404,5.795810089691079,885,182
antes,394.4514338575393,5.766544561894724,901,178
stear,394.64153561517116,5.715248709524919,940,172
yales,395.2732038236201,5.730147794617368,988,169
acres,395.2795251310515,5.752465307278681,901,179
toras,395.327320382362,5.873704990539328,1064,198
reads,395.5445575084798,5.819907032958897,988,187
males,395.63567684242986,5.81913292557212,1023,187
siren,396.3891458526056,5.8338572378274325,1118,182
canes,396.7921677459143,5.772940545970319,939,177
taces,396.9144310823312,5.776164996137419,920,181
rines,397.4603761948813,5.829793049137055,1084,188
lotes,397.4781066913352,5.814982782561457,1093,180
cates,397.759019426457,5.782781006281964,920,181
renos,398.1848596978107,5.747428776759419,1003,179
sager,398.9289238359544,5.694507351906511,982,171
neats,399.23342584027137,5.8141003660667385,979,182
soral,399.41242676534074,5.740795081622231,980,174
liras,399.45652173913044,5.788630749129669,1071,180
noles,399.5871106999692,5.758692991695118,1020,177
rakes,399.6555658341042,5.71869137193987,1063,166
stale,399.7150786308973,5.750254741695742,865,183
rites,399.9580635214308,5.85877890147269,1161,195
pales,399.98427382053654,5.833248094969354,1022,195
solar,400.5644465001542,5.741949064517478,980,172
lames,400.68285538082023,5.767210992141905,1023,177
tames,401.3219241443108,5.783129987193512,992,182
resat,401.51387604070305,5.7809260943215115,1013,192
seron,402.56722170829477,5.732550030364615,1003,178
rials,403.62025901942644,5.77309423828877,1071,176
ureas,403.64616096207214,5.6824287117831584,1013,165
serac,403.96130126426146,5.720866977119145,921,168
roans,403.9885908109775,5.767354162730724,1038,175
saber,404.2073697193956,5.683433409827493,1008,173
manes,404.2190872648782,5.755024596894308,968,182
hales,404.34643848288624,5.741961976120325,968,181
mates,404.4082639531298,5.7657809856933655,992,182
raits,405.1322849213691,5.860379947135738,1181,188
senor,405.4569842738205,5.698378214969023,1003,169
aunes,405.4881282762874,5.736377368105174,983,171
apres,405.89423373419675,5.770210625398161,972,191
yates,406.33657107616403,5.678963948767839,1014,163
eorls,406.34242984890534,5.734969684109898,986,170
panes,406.47563983965466,5.771526933700241,982,184
eards,406.9710144927536,5.745698050661166,988,177
rotas,407.80804810360775,5.7807419637620585,1064,187
saned,408.62195497995685,5.762220271811982,1007,184
orals,408.92167745914276,5.666097086889467,980,159
naris,409.2167745914277,5.772280305738515,1165,185
liars,409.25316065371567,5.753554228790427,1071,177
sarge,409.77567067530066,5.764567684507771,982,183
reast,410.0644465001542,5.781404280769132,1032,188
years,410.1695960530373,5.694168021561676,993,172
tapes,410.34350909651556,5.768710467543875,1002,184
amies,410.9244526672834,5.660772088719769,993,170
pates,410.9292321924144,5.7837620085330075,1002,189
reams,412.4580635214308,5.7441742698123734,978,182
ranis,412.7710453283996,5.780156675133233,1165,187
tones,412.9167437557817,5.831783326547399,1129,189
scrae,413.0208140610546,5.69871874615305,921,177
samel,413.4930619796485,5.709912874547933,1023,174
larns,413.5482577860006,5.705750265587509,1152,160
gales,413.749922910885,5.729136951607586,1033,177
riels,413.93246993524514,5.743760396567834,1029,176
deals,414.1473943879124,5.777376594734393,1007,190
saker,414.186401480111,5.641059863868715,1063,169
pears,414.4599136601912,5.8050120714112525,972,199
satem,414.4989207523898,5.670858572501778,992,161
rains,414.9144310823312,5.7789339950767715,1165,180
braes,415.1970397779833,5.7562608732822005,1008,186
names,415.45127967930927,5.667523208584012,968,175
gates,417.2141535615171,5.675074435357507,986,167
salep,417.4218316373728,5.716051408963758,1022,174
liers,417.61239592969474,5.728143428950667,1029,178
loser,417.88159111933396,5.655817852499802,1122,167
claes,417.93015726179465,5.739473959784871,941,177
stane,417.9748689485045,5.6928631163757775,869,177
fares,418.0351526364477,5.692278851549277,1075,184
reaps,418.0767807585569,5.750245505156731,972,177
raile,418.159111933395,5.740064832929389,1134,175
aisle,418.4173604687018,5.724022119981334,906,167
bales,418.622571692877,5.7252420107319555,1046,191
store,418.64724020968237,5.676194591072404,1102,167
napes,419.25578168362625,5.653762844629711,982,170
snore,419.55427073697194,5.6746634914850995,1003,170
leads,419.9107308048104,5.7224554853283465,1007,184
spaer,419.9185938945421,5.669884493224833,972,174
sarin,420.1948812827629,5.754319456894578,1165,188
sabre,420.34057971014494,5.697881618169953,1008,176
serin,421.1584952204749,5.740886654773728,1118,181
arils,421.2240209682393,5.705219438135702,1071,175
wares,421.3509096515572,5.699957560858828,1117,184
yores,422.1851680542707,5.6900457018193995,1125,170
cores,422.4222941720629,5.793322850755143,1191,193
samen,422.5296022201665,5.66048070622053,974,172
teads,422.64878199198273,5.727907186280619,1003,180
sonar,422.7807585568918,5.706135528807664,1038,169
tabes,422.8008017267962,5.6757039848752875,1011,179
sorta,422.9736355226642,5.762006814945551,1064,183
tiles,423.2659574468085,5.822809263403855,1210,193
reins,423.49059512796794,5.762515911950286,1084,188
hears,424.4748689485045,5.714503557161821,937,188
telos,424.68948504471166,5.737641930004354,1093,180
mores,424.7860006167129,5.781324679283126,1228,187
bates,425.0445575084798,5.675838383836428,1011,184
dores,425.33749614554426,5.837279707824107,1270,200
notes,426.27197039777985,5.7194668950585985,1129,177
abies,427.14061054579093,5.544206783078796,1026,151
banes,427.56537156953436,5.66635312203,1003,175
roset,427.627351218008,5.729733335221263,1179,179
rased,427.66466234967623,5.702536104980827,1185,173
saree,427.7659574468085,5.699830403497014,1200,162
paseo,428.3721862473019,5.543726559534951,776,160
earst,429.0823311748381,5.7065274178828265,1032,182
kales,429.240980573543,5.682535249367666,1116,174
sarod,429.7232500770891,5.676581979077188,1084,179
tiars,430.572617946346,5.801225795874132,1181,188
gears,430.7139993832871,5.699691030954395,982,181
roate,431.07647240209684,5.723313999433779,1135,177
lenos,431.60252852297253,5.651834851653256,1020,170
hates,432.7169287696577,5.691098147610263,1020,180
daris,432.98165279062596,5.747159220084551,1140,193
lures,432.9981498612396,5.702576211442388,1226,183
pores,433.118254702436,5.794027548903904,1252,199
scare,433.1264261486278,5.637467450574739,921,177
lites,433.2918593894542,5.756668544431695,1210,183
oater,433.60237434474254,5.57921401316773,1009,167
lines,433.8563058896084,5.732548641346003,1140,180
deans,434.7277212457601,5.714491369462129,995,179
airts,435.14030218933084,5.786539481883826,1181,189
sored,435.240980573543,5.771002985229283,1270,186
lakes,435.30619796484734,5.6161918561779665,1116,169
least,435.51341350601297,5.679173510692574,999,181
taler,435.6788467468393,5.670431531941807,1342,175
takes,435.6885599753315,5.627473895782212,1065,173
maser,437.7195497995683,5.633749835988133,1146,171
elans,437.722633364169,5.628808911786604,1161,173
segar,438.14569842738206,5.592795462856563,982,178
rodes,438.62473018809743,5.727985156976165,1270,182
bears,438.66281221091583,5.6970066728102084,1008,188
sayne,439.2067530064755,5.600852001350865,1024,166
ideas,439.2369719395621,5.4449568030728255,916,142
nabes,439.47132284921366,5.562897922915871,1003,161
spare,440.195497995683,5.652533738057759,972,183
ursae,440.57755164970706,5.5647335973981615,949,166
rules,440.68023435090964,5.667664608431905,1226,174
cires,440.70844896700584,5.732679230154006,1214,188
aster,440.8751156336725,5.568628696376044,1102,169
tarns,440.9813444341659,5.772112789750449,1331,180
safer,441.41196423065065,5.523477352720529,1075,157
sepia,441.42059821153254,5.563110230259606,929,167
roads,441.5792476102374,5.648443531650866,1084,182
meals,441.6099290780142,5.705860118817373,1023,187
sitar,441.91026827012024,5.692168204246879,1181,183
airns,442.3977798334875,5.7234273226002275,1165,177
stire,442.6296638914585,5.659316836260706,1161,170
tesla,442.7554733271662,5.63122011166824,995,175
steal,442.76164045636756,5.587134930032326,1123,168
share,443.03530681467777,5.6414310415633215,937,178
tails,443.322695035461,5.772679311989568,1360,185
deros,443.52651865556584,5.715244093279958,1270,188
iotas,443.53422756706755,5.582965117607393,1142,160
raids,443.58171446191795,5.669879530202642,1140,180
slade,443.7496145544249,5.659476177435459,1007,180
loris,443.78122109158187,5.650818608639553,1214,174
tiers,443.88714153561517,5.77265494384066,1161,191
almes,443.9449583718779,5.661395176830145,1023,174
tased,444.1896392229417,5.6255908918182245,1145,171
loans,444.1917977181622,5.6605024907936246,1187,173
tolas,444.50385445575085,5.730354543343419,1189,188
terns,444.73465926611163,5.750489235199886,1212,182
noser,445.10437866173294,5.575463391815996,1204,162
aegis,445.5858772741289,5.53517897078224,1019,165
ratel,446.19580635214305,5.619630100745018,1342,176
paise,446.35337650323777,5.603024339922089,949,169
reaks,446.4788775824854,5.637592957530926,1063,168
realo,446.8325624421832,5.536510119825744,1064,149
ropes,446.9603761948813,5.676235915915674,1252,177
salto,447.02420598211535,5.641512659979395,1189,179
sawer,447.054424915202,5.545301631967117,1117,168
silen,447.1119333950046,5.694945626797682,1190,175
ariel,447.18933086648167,5.623601429333005,1157,174
kanes,447.31621954979954,5.627497341970596,1089,178
carse,447.3945420906568,5.7026446117966385,1174,182
leams,447.53345667591736,5.648725321517137,1023,186
teils,447.88606228800495,5.76011285045082,1210,187
raine,448.154794942954,5.6880101908765734,1207,176
acnes,448.39469626888683,5.551931284909333,939,164
later,448.51757631822386,5.606066820962677,1342,178
gores,448.5985198889917,5.690366705455431,1261,190
stela,448.64939870490286,5.572147829698319,1123,166
mires,448.91982732038235,5.72302796567595,1256,186
melas,448.99028677150784,5.699845784723297,1023,189
cades,449.2073697193956,5.59830388706893,1029,170
torse,449.5311440024669,5.736935271062267,1206,186
uraos,449.98936170212767,5.540743807297949,1051,151
rants,450.36617329633054,5.708167965440319,1331,174
daces,450.3872957138452,5.593947655366459,1029,164
peals,450.5921985815603,5.716427715820638,1022,191
parse,450.60653715695344,5.700377147757494,1146,189
rohes,450.61424606845515,5.582076494866889,1203,170
blaes,450.81945729263026,5.633307597374893,1046,181
cries,451.3166820844897,5.687539106163146,1214,181
osier,451.8903792784459,5.449246507383781,1071,144
lotas,452.2223250077089,5.665782160723864,1189,181
maise,452.7510021584952,5.58920722662029,986,168
artis,452.8200740055504,5.6951322729719465,1181,185
pelas,452.9196731421523,5.709644321119653,1022,202
toise,452.97764415664506,5.640224696001068,1051,166
rases,453.054424915202,5.5199190839402625,1200,146
marse,453.1604995374653,5.68381828956957,1159,178
ceros,453.1672833795868,5.652783631723761,1191,184
urase,453.21662041319763,5.541581910667064,950,167
stole,453.5149552883133,5.58685026926782,1093,167
stade,453.6674375578168,5.52980839555797,1003,156
roils,453.7013567684243,5.631669998533035,1214,171
nerts,453.81390687634905,5.680005737026487,1212,176
meats,453.9259944495837,5.6867512164924365,1074,188
vares,454.3418131359852,5.566816068868238,1162,178
sedan,454.60283687943263,5.595587360204223,1007,170
lased,454.704440333025,5.610078028500391,1197,171
hires,454.75285229725563,5.646039478951212,1232,175
teams,455.10021584952204,5.658345459131499,1074,186
loirs,455.3063521430774,5.619404496395296,1214,170
leaps,455.5607462226334,5.654035943415111,1022,183
salon,455.70983657107615,5.5882922148508785,1187,172
tines,455.9608387295714,5.765108949471398,1257,187
eyras,456.1333641689793,5.535724860847462,1054,168
means,456.1850138760407,5.636140090050749,1082,183
rheas,456.2255627505396,5.589148251586206,1078,170
doles,456.28939253777367,5.709578336219971,1271,189
rices,457.3603145235893,5.618878909929942,1214,172
oners,457.38868331791554,5.512567233731184,1003,165
stean,457.65201973481345,5.558105709226494,1168,167
dries,457.7150786308973,5.735137231125593,1292,186
redos,458.41211840888064,5.602668457532151,1270,172
smear,458.81282762873883,5.5300665174747,1035,171
rents,459.0382362010484,5.673404528214529,1212,175
kores,459.16127042861547,5.6457148340511925,1310,177
sired,459.4313906876349,5.711036059747381,1292,182
bores,459.97563983965466,5.689713765431593,1309,187
lenis,460.195497995683,5.656509776752988,1140,174
sable,460.30126426148627,5.606426255787038,1046,176
noels,460.37419056429235,5.607989404600516,1236,173
acers,460.40394696268885,5.536904591110951,1045,171
heals,460.68254702436013,5.630081736476771,1042,183
stair,461.26796176379895,5.575986401876295,1181,165
dames,461.618100524206,5.607814599790567,1143,174
anise,461.6782300339192,5.5502205956702575,937,173
oases,461.7110699969164,5.358236358760009,881,136
tepas,461.8567684242985,5.647148816094951,1073,184
peans,461.90718470551957,5.646708598738463,1066,184
pries,462.15972864631516,5.691435223816658,1274,194
lards,462.47070613629353,5.598147027659607,1243,165
nails,462.67206290471785,5.649478538257041,1358,172
auris,462.7792167745914,5.604624575393601,1085,173
oaves,463.07338883749617,5.319671981518146,833,147
arsey,464.02065988282453,5.5655325084452985,1213,164
yeans,464.1941103916127,5.543115633255812,1088,164
runes,464.38868331791554,5.621677112428056,1237,181
peats,464.39392537773665,5.69727846696293,1073,200
lodes,464.49059512796794,5.637468574961974,1271,178
rimes,464.490903484428,5.629596111727585,1256,174
doers,464.60237434474254,5.660829454213494,1270,176
raves,464.8751156336725,5.490539618414652,1162,156
nelis,464.90379278445886,5.615567808312576,1140,172
coles,465.0613629355535,5.6583880076223485,1211,176
rides,465.31945729263026,5.670565678139882,1292,186
wales,465.7670366944187,5.566442115559837,1162,172
fanes,466.7059821153253,5.4984844049039125,1069,164
terai,467.06213382670364,5.608953263798478,1184,168
dotes,467.1930311440025,5.649002884074262,1325,173
sieur,467.6151711378353,5.497698271466099,1142,150
shear,467.87804502004315,5.526729711695633,1078,169
geals,468.15880357693493,5.613486428755552,1044,176
baser,468.159266111625,5.542925301080844,1217,171
riads,468.26749922910886,5.606325327702987,1140,178
trues,468.2752081406106,5.692795508106463,1354,187
nites,468.72124576009867,5.659037559898925,1257,182
haros,468.7776749922911,5.571459419770488,1207,174
sauce,469.42013567684245,5.525682395583863,1127,160
darts,469.4551341350601,5.664601009021715,1334,174
spear,469.4588344125809,5.530912212142587,1077,175
ripes,469.58603145235895,5.617021566627677,1274,175
sayed,469.69873573851373,5.485893911283102,1096,165
getas,469.7190872648782,5.556293168040561,1077,168
ables,469.9844279987666,5.50709252061729,1046,158
heros,470.04131976564906,5.569876249114732,1203,176
arsed,470.29432624113474,5.618975341030564,1185,171
nemas,470.8559975331483,5.542491999452193,1082,176
moles,470.9010175763182,5.6508719060184704,1261,184
stria,471.1196423065063,5.563044733253958,1181,168
paris,471.1691335183472,5.668743400364599,1323,189
cames,471.26025285229724,5.558673458246339,1069,170
soled,471.4827320382362,5.645337836831826,1271,179
apers,471.77613320999075,5.549099577595375,1077,179
neaps,471.8509096515572,5.544402362575227,1066,161
selah,471.9511255010793,5.579253671049499,1042,177
roast,472.0084798026519,5.591023784306701,1144,177
scale,472.1978106691335,5.555394147724632,974,172
fates,472.2107616404564,5.508808135330179,1100,170
sorda,472.41720629047177,5.570613732041668,1084,174
beals,472.61378353376506,5.609007250105979,1049,181
robes,472.7403638606229,5.587140774614042,1309,167
shoer,472.89747147702747,5.515704643425677,1203,166
etnas,472.9807277212458,5.534933808497769,1256,160
stoai,473.0351526364477,5.42099503657401,1142,152
rokes,473.1492445266728,5.541545043975381,1310,156
stead,473.5208140610546,5.4650234309866494,1017,158
losen,473.67206290471785,5.531917860301189,1266,172
resay,473.8840579710145,5.514943069389895,1213,168
slart,474.027135368486,5.59086246351505,1252,166
hades,474.12843046561824,5.514278204477358,1083,172
saser,474.1831637372803,5.427780739210925,1200,145
maces,474.35568917668826,5.532849942417153,1069,163
geats,474.58942337341966,5.592884243360038,1077,176
meris,475.0303731113167,5.6440157039565495,1256,186
datos,475.1114708603145,5.5338082194244755,1204,174
capes,475.5289855072464,5.54231331373622,1041,168
resto,475.8336416897934,5.525528187287294,1179,172
peris,476.0337650323774,5.653566277181038,1274,188
seton,476.09944495837186,5.562107000328587,1129,168
paces,476.3148319457293,5.545472854113807,1041,165
moras,476.4414122725871,5.632373889716837,1238,185
santo,476.7070613629356,5.587514466132892,1246,171
lomes,476.7981806968856,5.5916860680804366,1261,171
razes,476.9400246685168,5.3813025493309325,1146,143
rhies,477.0528831329016,5.576295471503984,1232,172
pairs,477.42907801418437,5.638605227344729,1323,182
risen,477.7608695652174,5.575721365148992,1379,175
sepal,478.30974406413816,5.55815724527347,1022,180
roams,478.4340117175455,5.55942170522193,1238,172
isnae,478.75316065371567,5.417338030144737,1029,145
soger,478.8004933703361,5.518520050042555,1261,165
baels,478.9559050262103,5.593667808727345,1272,183
mairs,479.0618254702436,5.625011719803569,1319,181
tomes,479.2488436632747,5.605529243283894,1301,175
orate,479.8513721862473,5.568665475396092,1135,170
delos,480.0713845205057,5.5771061458832305,1271,175
betas,480.1699044094974,5.554780103556064,1092,174
samey,480.2129201356768,5.500334305515998,1086,172
fears,480.541011409189,5.528526544144135,1075,179
saver,480.56475485661423,5.41144832468226,1162,159
sider,480.71985815602835,5.593422712364718,1292,178
trans,480.8996299722479,5.642361155665385,1331,176
rares,480.9152019734813,5.48076195109937,1200,151
wears,481.0900400863398,5.540465385400786,1117,184
solan,481.1218008017268,5.583461928348334,1187,170
gades,481.6749922910885,5.49243487225925,1142,161
spale,481.7184705519581,5.5721783768921975,1022,183
stone,481.7411347517731,5.528098891142795,1129,170
repos,481.7849213691027,5.532504400583484,1252,172
eales,481.94156645081716,5.474816898780005,1253,150
tains,481.95282146160963,5.708555775414274,1442,194
lyres,481.9754856614246,5.51664010448091,1288,169
wanes,482.018193031144,5.508527882098346,1131,167
cages,482.08834412580944,5.4483766235648075,1031,148
spate,482.12349676225716,5.571163381215532,1047,180
sales,482.2617946345976,5.520275207162391,1253,161
beats,482.3200740055504,5.589619587222396,1092,183
poles,482.4022510021585,5.662856100907796,1301,189
holes,482.6108541473944,5.571291511387349,1227,176
cones,482.74653098982424,5.598521010641507,1216,179
motes,482.9925994449584,5.592686303575232,1301,175
stile,483.11131668208446,5.569208627335608,1210,173
doats,483.1927227875424,5.57551261264262,1204,167
darns,483.4155103299414,5.618247169262731,1313,168
noise,483.4949121184089,5.519596668258343,1105,163
rajes,483.6481652790626,5.33368261909427,1166,130
euros,483.71060746222633,5.529176990082219,1206,158
loads,483.8333333333333,5.5398809919588885,1214,180
tiros,484.18470551958063,5.653858895897093,1423,180
litas,484.22247918593894,5.627015846601538,1360,185
cotes,484.2963305581252,5.605552779381352,1290,176
shale,484.62611779216775,5.563907745889882,998,180
bries,485.36987357385135,5.585278410928454,1298,180
ramis,485.3982423681776,5.57673798265819,1319,174
leaks,485.654794942954,5.538190696912889,1116,166
caste,485.8328707986432,5.571899359248377,1141,180
seric,485.84844279987664,5.507549553004105,1214,162
irate,485.84875115633673,5.554678878804852,1184,163
beans,485.93617021276594,5.541637151280667,1091,173
riots,486.22756706753006,5.630082280376911,1423,178
toads,486.6514030218933,5.545999468855106,1204,168
horas,486.8058896083873,5.565152764321679,1207,180
sober,487.1117792167746,5.510091721037844,1309,168
dalis,487.3826703669442,5.608397583731239,1346,182
sewar,487.44017884674685,5.444994543403501,1117,168
raxes,487.5166512488437,5.332329426738498,1173,134
tarsi,487.5905026210299,5.58215380688691,1312,178
oaten,487.7018193031144,5.442707593419782,1029,166
moers,487.8563058896084,5.583402411230563,1228,168
seare,487.92614862781375,5.5522901870331065,1200,157
teins,487.9344742522356,5.692705493235458,1257,191
artel,487.96469318532223,5.528996919588928,1342,168
noris,488.10160345359236,5.568735621570902,1367,182
rauns,488.17653407338884,5.563763345629157,1378,166
agers,488.381899475794,5.435945979837821,1052,153
sapor,488.5641381436941,5.495264944835238,1259,171
smore,488.8723404255319,5.494184616738444,1228,174
hairs,489.2050570459451,5.554954773517439,1282,174
lopes,489.29201356768425,5.578757495705937,1301,171
uraei,489.4377119950663,5.338162657068448,1085,139
altos,489.5760098674067,5.550106303645586,1189,175
rotis,489.5832562442183,5.602695337656035,1423,182
lants,489.5917360468702,5.594574205110768,1475,167
soave,489.8032685784767,5.3228804074829945,1029,148
merls,489.9374036386062,5.553012928708637,1341,170
carls,489.96238051187174,5.586147624023648,1400,165
shier,490.4269195189639,5.492194756607123,1232,169
solde,490.4577551649707,5.585456938373546,1271,181
snead,490.6913351834721,5.488179549620247,1022,170
ketas,490.71538698735736,5.508909824424567,1132,170
septa,490.86786925686096,5.530653824980138,1073,178
retia,491.0510329941412,5.539376162799004,1195,182
paste,491.0935861856306,5.567402181107797,1102,184
ribes,491.1740672217083,5.527705638802259,1298,174
trois,491.240980573543,5.615762019645521,1423,179
spane,491.59836571076164,5.506917777891001,986,174
arses,491.6151711378353,5.445213864309167,1200,143
ogres,491.6392229417206,5.441896587324324,1261,155
laids,491.65757015109466,5.561469472899589,1346,179
pareo,491.7562442183164,5.51517408767512,1074,171
rouse,492.2237126117792,5.502275586082691,1128,161
snarl,492.36062288004933,5.419261827570614,1152,144
score,492.5490286771508,5.481625258653864,1191,168
resit,492.75053962380514,5.582793140175081,1341,184
genas,492.9782608695652,5.54698410076741,1099,177
natis,493.0255935861856,5.604819152074822,1442,182
keros,493.7368177613321,5.503586251365041,1310,167
abers,493.8660191181005,5.4311196821973855,1051,157
pones,493.99244526672834,5.598705768859264,1283,176
sanes,494.0533456675917,5.464755243787184,1214,158
heats,494.15356151711376,5.610721464900753,1135,184
spier,494.2540857230959,5.498579645674853,1274,175
goles,494.27829170521125,5.558178505817803,1291,175
teaks,494.50786308973176,5.547231856335964,1132,170
heirs,494.577089115017,5.542518124394892,1232,175
reist,494.7055195806352,5.598229004987046,1345,184
prase,494.83564600678386,5.563686152645724,1146,184
ratus,495.18717237126117,5.571367456019734,1440,173
karos,495.2696577243293,5.503914271048805,1313,172
lases,496.0366944187481,5.423974166837676,1253,151
garis,496.1796176379895,5.568052804004471,1343,185
liens,496.36278137526983,5.59175874058475,1268,180
alter,496.5268270120259,5.492764780726931,1342,169
geans,496.61748381128587,5.540718848340766,1099,176
topes,496.6250385445575,5.590928565677626,1357,181
oared,496.63983965464075,5.528334617854348,1133,161
nodes,496.7132284921369,5.537066882464466,1308,170
hoars,496.9509713228492,5.527532746388505,1207,179
reoil,497.0872648781992,5.418673819916281,1302,152
roins,497.1395312981807,5.57689669074691,1367,177
sloan,497.5721554116559,5.513270079295571,1187,170
marls,497.8489053345668,5.5644159070176755,1443,168
learn,497.8689485044712,5.482068588056416,1338,163
fores,498.1370644465002,5.5184101288272815,1367,175
potes,498.1600370027752,5.6079401338076735,1357,183
noirs,498.4030218933087,5.541970386465441,1367,171
shore,498.51433857539314,5.488287863393929,1203,171
noyes,498.6069996916435,5.4323137047259555,1212,157
regos,499.1748381128585,5.4497129655247125,1261,169
neral,499.21199506629665,5.451757638558732,1338,163
saint,499.22756706753006,5.654648047736461,1442,192
nards,499.2941720629047,5.517510655513163,1313,163
nomes,499.62904717853837,5.491448383912029,1243,167
skear,499.91828553808205,5.400106158417755,1118,154
haets,499.9540548874499,5.594708981920407,1379,180
spore,500.0929694727105,5.495324396308137,1252,178
vales,500.24576009867405,5.430726958837886,1214,174
laten,500.2691951896392,5.484273997630621,1377,172
proas,500.5692260252852,5.563086401497342,1259,173
aurei,500.6322849213691,5.419144059637556,1332,147
hames,500.7971014492754,5.472996983512398,1122,168
tules,500.8048103607771,5.604580325763424,1390,179
kades,500.89870490286773,5.448197899159077,1229,157
aidos,501.0249768732655,5.4412068132774385,1282,168
clies,501.0366944187481,5.566445467773927,1302,181
trios,501.06567992599446,5.600793651953671,1423,180
games,501.2744372494604,5.45357850385153,1152,161
crias,501.3903792784459,5.559022435071811,1279,172
loges,501.43354918285536,5.493600939065319,1291,169
rands,501.5892691951896,5.518747686960088,1313,169
tides,501.63428923835954,5.585902022104975,1415,178
goras,502.06012950971325,5.545661891534547,1248,183
sabed,502.10792476102375,5.4323196448050775,1163,160
mages,502.2599444958372,5.44496434070702,1152,162
