guess,exp_remaining,entropy,worst_case,partitions
gurdy,1757.1558741905642,4.205457040249765,4230,143
owing,1757.1645081714462,3.9552014311799026,3915,111
canny,1757.1746839346283,4.026004369754518,4029,114
conin,1757.2602528522973,4.070348781464701,4112,122
blimy,1757.2934011717546,4.129849978561033,4229,125
wharf,1757.6834720937404,3.910957274857765,3754,110
vizor,1757.7115325316065,3.7912514743018098,3778,104
error,1757.7326549491213,3.7321862239730503,3274,77
chirk,1758.399629972248,4.110667475734898,4088,125
veery,1758.4559050262103,3.996496579902614,4016,120
neemb,1758.8967005858772,3.9334585446320864,3914,102
halma,1759.4569842738206,4.1100498425837815,4189,130
wedel,1759.6356768424298,4.142766271841552,4230,130
twist,1760.0189639222942,3.9115227155481795,3426,113
scups,1760.2389762565526,4.030686387936332,3970,107
weber,1760.9216774591428,4.07306264769534,4149,114
volva,1761.0551958063522,3.697833752070562,3300,96
pudus,1761.1833179155103,3.9156591928647555,3727,106
muxed,1761.2923219241443,3.9447221221413864,3895,116
spoof,1761.3011100832562,3.8616340400291893,3680,98
limby,1761.3441258094358,4.105377802095704,4229,123
hamal,1761.8177613321,4.1149254020543395,4189,126
agami,1761.9480419364786,3.8918568059829224,3807,119
logoi,1762.3068146777675,3.981075191245694,3992,111
cuing,1762.6572617946347,4.150728003740318,4288,121
penny,1763.6302806043786,3.9842531219842305,3726,108
jinns,1764.1540240518038,3.8135306350892044,3660,91
javas,1764.2267961763798,3.7277957303326956,3610,93
charr,1765.9563675609004,4.019029594220131,3911,105
stott,1766.0209682392847,3.74633322065164,3617,79
guana,1766.1108541473943,4.111914778585999,4063,127
imply,1766.2844588344126,4.007366655953635,4080,110
pooka,1766.3313290163428,3.9775386184104935,3416,114
avian,1766.5205057045946,3.9496734886554745,3878,115
bothy,1766.8606228800493,4.143417488684465,4263,124
zinco,1766.9292321924145,3.954832793771656,3986,112
bakra,1767.4013259327783,4.059820151614496,4103,123
kanzu,1767.468701819303,3.8373032267082348,3866,102
libri,1768.0718470551958,3.892881033595184,3923,108
emove,1768.3384212149244,3.779372642238364,3680,95
ennog,1768.6987357385137,3.830082721012707,3118,105
mafia,1768.7084489670058,3.9650454151112293,3957,101
jonty,1768.9212149244527,4.0234810663739715,4230,110
privy,1768.9611470860314,4.009311571887155,4103,116
exurb,1769.0140302189332,3.7328798563528003,3393,87
nduja,1769.108695652174,3.7643863808897766,3540,94
burfi,1769.2215541165588,4.024119875834221,4023,118
pilch,1769.2986432315756,4.166707841835344,4288,126
miltz,1770.27289546716,3.997268300597441,4203,92
scugs,1770.7853839037928,3.9346938823804267,3921,98
malmy,1770.858772741289,3.9713172670835366,4036,120
pinon,1770.9307739747148,4.000191481941918,4045,115
cruor,1771.2493061979649,4.050298651391958,4121,118
dykon,1771.3926919518965,4.0668321876326194,4182,121
loony,1772.0897317298798,4.125684995675405,4242,114
dinky,1772.2252543940795,4.205571642000776,4339,134
lumbi,1772.4805735430157,4.057211980396442,4104,120
clomb,1772.6794634597595,4.0540383147779355,4210,117
tagma,1772.9648473635523,4.045674101498294,4173,120
amuck,1773.2711995066297,3.9649483635686056,3772,113
axial,1773.4329324699352,3.8418585662266698,3799,105
xenon,1773.687172371261,3.672389296885547,3436,90
usurp,1774.1976564909035,3.72227114101531,3119,93
fawny,1774.40903484428,3.9855116544321443,3990,118
exert,1774.6382978723404,3.8286863324426705,3834,97
flong,1775.1845513413507,4.001422163473891,4126,115
glebe,1775.248997841505,4.039628029173497,4028,121
tythe,1775.5030835646007,3.8780055665875532,3668,111
mambo,1775.6238051187172,3.758949452559702,3485,94
cloot,1776.1853222325008,4.103890380280671,4195,129
sooms,1776.431236509405,4.0238709875566725,4034,109
conic,1776.4651557200123,3.96434126190437,4112,108
nebek,1776.8478260869565,3.9981177678007915,4150,103
skulk,1776.9323157570152,3.8117798239983336,3719,86
waugh,1777.204131976565,3.9349989006192447,3934,114
offal,1777.3452050570459,3.6081730075052505,3151,81
whelk,1777.6658957755164,3.9291734697650282,3554,113
zezes,1778.0251310514955,3.5971793147686406,3502,74
milch,1778.1392229417206,4.154419233559679,4298,126
henny,1778.1657415972866,3.9113880846894116,3624,109
exing,1779.5035460992908,3.810595394767739,3312,99
humid,1779.7890841813137,4.132835783860316,4272,123
flack,1780.0294480419366,3.9705368218610357,3911,121
spivs,1780.0323774283072,3.8935405946508546,3914,95
patka,1780.1029910576626,4.045781305245988,4158,114
bovid,1780.1151711378354,4.0156319150854936,4097,121
glift,1780.2434474252236,4.078229979686745,4182,125
tilly,1780.445883441258,4.057234731056785,4244,121
mieve,1780.59158186864,3.9750282325314785,4016,103
tuath,1780.6458526056122,4.038390722210275,3813,117
rumor,1780.831483194573,3.99610860310516,4096,115
aband,1781.1962688868332,4.010194463310036,4145,108
ionic,1781.491057662658,3.9174624519897003,4112,110
elegy,1781.5397779833488,3.977954499156663,3794,115
gayal,1781.5485661424607,4.073738260945947,4212,119
kroon,1781.7169287696577,4.008178339219873,4057,118
gighe,1782.1020659882824,3.79790470711057,3501,93
bawdy,1782.395004625347,4.021699136233652,4007,128
ingan,1782.9804193647858,3.833213458187711,3573,108
adhan,1783.1426148627813,3.880086061707672,3983,104
nancy,1783.1995066296638,3.9356085885119447,4029,107
neddy,1783.7016651248844,3.9042399428375365,3830,107
zaida,1784.6406105457909,3.8458329821297603,3975,101
refry,1784.8749614554424,3.8858620796211114,3817,112
fyked,1785.0069380203515,3.9057814675703946,3912,112
bobac,1785.0143385753931,3.758493848298777,3462,101
doved,1786.31806968856,3.8419248122820204,3803,106
kindy,1786.5551958063522,4.1710526487749595,4339,130
sumps,1786.6036077705828,4.111622153376986,4107,117
kamik,1786.8421214924454,3.810909927660792,3803,108
nomoi,1787.2027443724946,3.980184919560596,4089,111
kokam,1787.2235584335492,3.729580934584737,3427,100
fouth,1787.286000616713,4.094816665017926,4245,125
mikva,1787.3371877890843,3.9077624000675883,3619,111
hijab,1788.0077089115016,3.7267239040442135,3633,97
fauna,1788.0333024976874,3.9743051622873757,4114,116
touzy,1788.372648781992,3.9588600161676846,4195,117
kebob,1788.6938020351527,3.6494634803907986,3407,92
lammy,1788.7938637064447,3.9237437077443116,4036,113
dingy,1788.8154486586493,4.2240194086627,4368,133
rurus,1789.2351218008018,3.7870662992770536,3659,86
pupal,1789.5596669750232,3.9112916931200576,3736,119
awful,1789.7352759790317,3.8166972929558467,3643,94
aging,1790.2742830712302,3.8097212391696598,3573,99
evohe,1790.3919210607462,3.742714368263097,3664,83
betty,1790.4523589269195,3.9433313141817936,3727,108
duped,1791.2562442183164,3.9198452981024645,3918,110
lunch,1791.4469626888683,4.081928450304395,4245,120
fifed,1791.8015726179462,3.792321010707639,3839,102
vodun,1792.2520814061054,3.9933644271814397,4216,110
swish,1792.3086648165279,3.9126810884521466,3831,109
venin,1792.6618871415355,3.8556909999121274,3705,109
vinyl,1794.4333950046253,3.9594991479087045,4193,108
potch,1794.504933703361,4.184589538575709,4338,128
ricin,1794.8012642614863,3.990918214033356,4097,117
amiga,1795.5377736663584,3.9496040951041,3807,121
attar,1795.781837804502,3.8825863608304574,3985,104
indri,1796.2130743139069,3.796782862269815,3986,102
gigot,1796.3239284613012,3.8582343786850335,3992,100
fulls,1796.4078014184397,3.9678527440621094,3850,109
bikie,1797.2397471477027,3.8813649831894526,3642,104
goffs,1797.9148936170213,3.7202997542699614,3704,85
conky,1798.1822386679,4.21100535181903,4375,141
tweep,1798.4475794017885,3.967615531340875,4149,113
blimp,1798.5243601603454,3.999508714790806,4246,113
thymi,1799.1706753006476,3.978385406917937,4133,109
oozed,1799.2642614862782,3.78920416781658,3831,102
pongy,1799.790625963614,4.217075109312259,4383,136
cruft,1799.9434165895775,4.109183355908012,4214,128
cabal,1799.9566759173604,4.094420042874637,4269,119
oxeye,1801.0206598828245,3.6118382154122326,3586,87
krewe,1801.0257477644157,3.9744250271134822,4100,111
gelly,1801.1839346284305,3.9728999657304755,3794,116
dodos,1801.4031760715386,3.8524486001982345,3722,99
batty,1801.5538082022817,3.9745000357809674,4052,106
hoord,1802.050416281221,4.076516601736815,4206,122
britt,1802.1160962072156,4.036813894573637,4186,111
vifda,1802.240980573543,3.8506342952731987,3536,100
bunty,1802.5516497070614,4.173702206628848,4365,132
deffo,1802.6526364477336,3.661220987319008,3577,83
sowfs,1802.7004316990442,3.8971128938745547,4018,98
dough,1802.799722479186,4.098206417389627,4315,116
mauzy,1803.1074622263336,3.901671354465009,3972,112
omovs,1803.2795251310515,3.7600209618120646,3725,87
coypu,1804.1995066296638,4.035951454170169,4260,113
shchi,1804.4509713228492,3.7566816383110315,3558,93
kelly,1805.141073080481,3.920642491890645,3769,110
mungo,1805.6080789392538,4.137962678684251,4220,128
wahoo,1805.6282762873882,3.7304712115677217,3695,95
shivs,1805.6665124884366,3.896209721531749,3923,98
vivat,1805.86386062288,3.6902987424474345,3669,85
faugh,1805.8715695343817,3.9325409603628545,3976,112
champ,1805.9273820536541,4.016921872802561,4010,123
swoop,1806.3464384828862,3.8908304619590703,3768,107
butyl,1807.2144619179771,4.048252612842007,4238,114
added,1807.6219549799569,3.5590399436535156,3129,79
babul,1808.0602836879432,3.822603196687778,3960,107
esses,1808.6043786617329,3.6145883439381725,3654,72
ettle,1808.8797409805736,3.837489212087598,3955,102
sissy,1809.2724329324699,3.698892032775597,3735,80
offed,1809.5274437249461,3.637879792678344,3577,84
boysy,1809.763953129818,3.7951402418586166,3250,96
jeune,1810.0696885599752,3.856065328657726,4092,96
climb,1811.3162195497996,4.0212848403694945,4288,111
colon,1812.0311440024668,4.09047327998536,4286,119
vrouw,1812.0689176688252,3.7713949116936893,4011,89
boffs,1812.4739438791244,3.7128503489840363,3751,91
bosom,1812.9845821769966,3.9552036680290654,3485,114
mulla,1813.0673758865248,4.002121978640369,3811,116
belly,1813.245605920444,3.9669458760649454,3813,113
whaup,1814.0114091890225,3.857495111992659,3766,106
ollav,1814.0163428923836,3.7398261360243334,3300,91
dexie,1814.0259019426458,3.9387815953274026,4169,105
hythe,1814.8845205057046,3.74234957841019,3668,97
soops,1815.335646006784,4.028983367154766,4099,111
vughs,1815.554887449892,3.8577084147602627,3780,103
honky,1815.6305889608386,4.132905494363161,4371,128
ahull,1816.6745297563984,3.89600742681314,3749,102
hooka,1816.8085106382978,3.9049867697270644,3434,106
lurry,1817.6238051187172,3.9731856453949685,4191,108
wedgy,1818.0245143385755,3.9772515835206312,3970,118
furth,1818.0533456675917,4.099153679590227,4294,128
mythi,1818.1768424298489,3.950039227742283,4133,116
kalam,1820.8936170212767,4.049880653957546,4299,120
konbu,1821.1931853222325,4.020012520867298,4296,120
bewet,1822.2696577243294,4.020373432772337,4261,118
aurar,1822.3310206598828,3.942811370704192,4089,99
droop,1822.3353376503237,4.012030044433689,4212,116
quipo,1822.4600678384213,3.6767979243992936,3714,83
scoff,1822.6438482886217,3.6176797789824855,3570,83
kalpa,1823.0087881591119,4.046591491180556,4277,124
iambi,1823.1927227875424,3.7387378861591114,3792,97
oboli,1823.9790317607153,3.8292955833335354,3992,103
evhoe,1824.3664816527905,3.677097722469882,3664,86
pownd,1824.426765340734,4.117038441018751,4394,120
heedy,1824.505242059821,4.023673321792308,4171,116
banya,1824.6805427073698,3.991802268476714,4233,114
rumpy,1824.7439099599137,4.1025164461605055,4260,129
hefte,1825.2446808510638,4.004264340544408,4223,107
gawcy,1825.3647856922603,3.936261731502475,4103,103
galah,1825.659111933395,4.096425970763327,4337,119
kabob,1825.754702436016,3.653020940882299,3557,91
naval,1825.7898550724638,3.9259677036485012,4155,123
exode,1825.86324390996,3.744607900974299,3900,94
fisks,1826.8573851372187,3.9356737903811743,4053,106
moove,1827.477335800185,3.853985382417658,3680,99
dying,1827.5522664199816,4.075977693853566,4368,115
miffs,1827.6159420289855,3.7422697638485767,3780,81
merer,1829.3647856922603,4.044646356548301,4337,107
feued,1829.6069996916435,4.0385557978551665,4318,117
poove,1829.90888066605,3.8685749539746093,3698,98
floor,1830.0255935861856,3.904166176313933,4013,115
occam,1830.4626888683317,3.6777430384555587,3362,98
jeffs,1832.1113166820844,3.437196656514291,3241,71
elfed,1832.2255627505397,3.985895662994321,4229,118
exfil,1832.7394387912427,3.70554279462992,3360,102
hafiz,1832.813752698119,3.7253899940277755,3839,87
busky,1833.4010175763183,4.013533929636411,3488,128
wheel,1833.4622263336416,3.965878533570022,4176,109
talaq,1834.104070305273,3.8491255526200883,4227,81
feese,1834.6919518963923,3.755396811512491,3343,86
usque,1835.5464076472401,3.323568012569217,2723,62
obiit,1836.235584335492,3.807501960773185,4007,95
downy,1837.6944187480728,4.144586736858715,4413,143
coqui,1837.8982423681775,3.6882109178971367,3769,80
amici,1838.1646623496763,3.8045319604863,3663,109
preve,1838.1828553808202,4.004630438726454,4204,121
yowza,1838.745451742214,3.669900210564758,3326,88
keyed,1838.9807277212458,4.018207102678672,4328,115
micht,1838.9811902559359,4.098325993185879,4386,122
cumec,1839.7289546716004,3.8044814673816574,3833,94
plunk,1840.6469318532222,4.019480012241441,4301,116
nonyl,1841.3643231575702,3.8608415273824432,4242,97
brung,1841.6382978723404,4.052130793236944,4253,128
crump,1841.6575701510947,4.0343006530095336,4282,121
taggy,1841.977181621955,3.8346507413799378,4056,95
mirid,1842.5934320074005,4.042419940005436,4342,119
gotch,1843.6751464693186,4.071459915198053,4378,117
dsobo,1843.7972556275054,3.8354021348405505,3301,104
igloo,1843.8433549182855,3.8142203727704413,3992,99
fleme,1844.2084489670058,3.965016511006318,4137,111
toyon,1844.2913968547641,4.040439106877713,4354,114
almah,1844.3072772124576,4.020481987758922,4189,121
winna,1844.309127351218,3.881517788009195,3699,105
pitch,1844.3337958680233,4.116354776907766,4397,125
folio,1845.036694418748,3.941625081372838,4215,115
avant,1845.0925069380203,3.9061210487263773,4174,107
vegie,1845.8196114708603,3.907792975365894,4132,111
bilbo,1846.268886833179,3.807958661790978,3992,104
mitch,1846.4431082331175,4.099406713992282,4386,119
pight,1846.7921677459142,4.0351414212398105,4371,112
smugs,1846.9787234042553,3.955591734781135,4118,108
weeny,1847.4505087881591,3.9878244904704636,4097,119
dozed,1847.8487511563367,3.7368325079095728,3831,97
holon,1848.086493987049,4.0036859919574965,4311,115
tabby,1848.5106382978724,3.80405508629374,4052,93
radar,1848.59158186864,3.940207243727774,4288,104
juked,1848.8518347209374,3.779570360088498,3928,103
afald,1848.8897625655256,3.928170059597353,4215,102
bilgy,1849.1213382670367,4.105203530949401,4395,127
pinch,1849.3980881899477,4.09716414347818,4438,116
filum,1849.5342275670675,3.994698467969313,4332,120
veney,1849.8724946037619,3.9789993755642397,4290,115
evoke,1849.881899475794,3.707906052471067,3765,84
jugal,1850.6810052420599,3.839558139987059,3850,111
abuna,1850.9340117175454,3.9079281751013952,4000,106
zowee,1852.6674375578168,3.7333517732051558,4104,84
achoo,1852.7374344742523,3.779208674971468,3478,99
moory,1852.8806660499538,4.067149313966756,4298,118
vauch,1854.2741288930004,3.8771662175104153,4056,107
draff,1854.6188714153561,3.710474216570842,3882,83
grovy,1855.068300955905,3.9552780506793477,4218,115
murri,1855.1660499537466,3.945575995952443,4188,113
vitta,1855.7058279370954,3.830898492598596,3669,105
myall,1855.9717853839038,3.9084668949590524,4036,111
visit,1856.027752081406,3.8266499582891087,3511,101
upped,1856.1436941103916,3.7427250728222483,3918,105
bambi,1856.2762873882207,3.724687222293964,3792,97
squiz,1856.4856614246069,3.5207184719396474,3647,70
bigly,1857.3374961455443,4.094356268192582,4395,136
mozos,1857.6933395004626,3.836898969990571,3875,113
luffs,1857.7129201356768,3.7428012845549095,3850,92
welke,1857.9016342892385,3.9896174997837184,4296,112
flawy,1857.9395621338267,3.909651411274387,3965,114
koppa,1858.1392229417206,3.7465407160499544,3416,102
modii,1858.40841813136,3.8809169583618717,4207,109
kibbe,1858.5894233734198,3.7336792799911165,3642,94
verry,1858.6466234967622,3.8449570704016534,4016,103
bocca,1859.5479494295405,3.7937458087333034,3462,111
bally,1859.5809435707679,3.990736966952278,4199,123
ghazi,1859.8428923835954,3.7472000860423096,3676,102
jived,1860.3049645390072,3.7683421871044267,3979,105
zooms,1860.4079555966698,3.820551596348102,3875,108
wroot,1860.5208140610546,3.9748151440690354,4211,120
dwaal,1860.9061054579092,3.943603121089691,4240,113
quayd,1861.0536540240519,3.698989560360587,3810,82
conto,1861.0695343817454,4.110097594172251,4460,124
gally,1861.0894233734198,3.9963840953687506,4212,122
fundi,1861.6968855997534,4.002516498293026,4317,113
fiqhs,1861.803885291397,3.672596140816301,3784,78
thuja,1861.8260869565217,3.8419647648039708,3721,104
leggy,1861.827628738822,3.7914316720948835,3794,96
tufts,1862.4836571076164,3.93260426240614,3998,115
jinne,1862.7960222016652,3.7564066053597056,3708,95
koffs,1862.8196114708603,3.675657554672083,3877,84
outdo,1862.9736355226642,3.88070859915948,4235,100
might,1863.4754856614245,4.022928420876104,4394,109
kerve,1863.8146777674992,3.9786575787348357,4339,114
villa,1864.7995683009558,3.843495447338054,3736,119
gunge,1865.5578168362626,3.8662238430975115,3702,107
newed,1865.913814369411,4.0693264806479466,4379,131
nappy,1866.0713845205057,3.819113316526222,4086,101
bijou,1866.6119333950046,3.6479780872491037,3828,99
verge,1867.3336416897935,4.021251454001238,4347,120
murky,1867.349984582177,4.086956801839395,4378,120
hoove,1867.5195806352142,3.789012310927428,3664,99
takky,1867.9562133826703,3.7919884939487116,4065,96
jesse,1868.0831020659882,3.6696498565863656,3547,79
mapau,1868.3231575701511,3.9418769340147133,4275,98
lazzi,1868.658649398705,3.5172033596710137,3785,83
pagan,1868.8476719087264,4.05319323070574,4376,122
shoos,1869.13629355535,3.926699661418884,4089,105
clung,1869.1564909034844,4.016356855841388,4364,119
roomy,1869.5112550107924,4.0219515967395525,4298,116
bhaji,1869.563521430774,3.6747509888081775,3633,98
alpha,1869.7950971322848,3.908275164557082,4121,113
aggry,1869.8650940487203,3.7270318742853847,3784,90
exome,1870.1123959296947,3.6635187997661838,3790,94
frock,1870.3396546407648,3.9467977291127982,4235,109
clunk,1871.668516805427,4.0216181027528,4357,121
spugs,1872.2963305581252,3.9524685529365158,4164,107
skunk,1872.600370027752,3.7472618520380334,3820,88
globy,1873.1427690410114,4.075434007497559,4364,131
sughs,1873.232038236201,3.9484526938972753,4134,113
event,1873.7096823928462,3.8136080309743505,3929,108
chaco,1874.4935245143386,3.7673643087550337,3478,119
benny,1874.595898859081,3.879190980979497,3842,103
remex,1874.6572617946347,3.891443010906146,4276,105
unjam,1875.1515572001233,3.6815211449032392,3789,101
crack,1875.2044403330249,3.812550571074531,3972,102
proxy,1875.659420289855,3.88294855483227,4218,99
ummed,1875.927998766574,3.7486531079995435,3953,99
unify,1876.6148627813752,3.8748392752142746,4272,98
mingy,1876.6712920135676,4.118572286239601,4486,124
pinky,1876.7784458834412,4.1191381797980835,4482,130
bunko,1877.3102065988282,4.037902115436002,4296,126
panga,1877.5069380203515,4.041516480095576,4376,122
whows,1878.3754239901325,3.69214983246014,3797,91
jocos,1878.6734505087882,3.7638315328102085,3844,97
jumps,1878.7385137218625,3.8594549198566646,3997,108
botch,1878.836725254394,4.071330222353866,4438,122
jisms,1879.1110083256244,3.7534864497706977,4031,90
simis,1882.2853839037928,3.888059285561995,4145,101
khoja,1882.3131359851989,3.6949241693565034,3357,98
sucks,1882.7301880974405,3.9921528029600104,4209,110
kiack,1882.9403330249768,3.7458426463717287,3841,90
padma,1883.4616096207214,3.9735948721536873,4350,108
imino,1883.7479185938946,3.7801581875457395,4089,104
nixie,1884.0263644773358,3.7067393850810477,3777,96
debye,1884.035769349368,4.0082501177161864,4393,114
buroo,1884.2129201356768,3.9927418586246133,4320,118
quint,1885.0929694727104,3.877822852169629,4361,100
kahal,1885.3650940487203,3.938829736245106,4325,116
kulak,1886.6950354609928,3.797628415701943,3893,106
bedye,1887.1567992599446,4.001147911512668,4393,114
queen,1887.9152019734813,3.7092655983097957,4176,73
mifty,1888.8664816527905,3.9974630619093743,4427,113
gulag,1889.6267345050878,3.8396245628466144,3932,101
lynch,1890.4876657415973,3.912650129210197,4318,109
mojos,1890.7186247301881,3.783623817325998,3928,100
acmic,1891.391458526056,3.70350142587756,3663,96
nylon,1891.5740055504164,3.8203428504706074,4242,103
apayd,1892.2264878199198,3.874316362556167,4252,111
emyde,1892.435707678076,3.8458757278145312,4206,102
itchy,1892.5991366019118,3.869674787039932,4215,107
gauzy,1892.976873265495,3.817696148941237,4068,108
phish,1892.9844279987665,3.7604070976262807,3531,98
glazy,1893.1068455134134,3.8787792994085604,4070,114
jomos,1893.4130434782608,3.7741095371073965,3928,103
gutta,1893.4440333024977,3.9038210840964473,3817,111
yeven,1893.90934320074,3.8646136126451776,4290,111
cusks,1894.0112550107924,3.981831465131232,4209,111
limit,1894.1857847671909,3.9634284299828533,4374,108
kudus,1894.4609929078015,3.7689618850765116,3924,97
aguna,1895.145544249152,3.919173424258747,4063,117
roopy,1895.2429848905335,4.028867151511622,4350,120
hexer,1895.8415047795252,3.8173387763847915,4254,93
wrick,1896.486894850447,3.9188085834745943,4282,107
frorn,1896.522664199815,3.8355262427814734,4243,96
gitch,1896.554116558742,3.9997652920633437,4430,112
doxed,1896.5601295097133,3.6845841422652663,3900,97
duply,1896.7918593894542,4.136302720076809,4514,130
unman,1896.8777366635832,3.7710730149066682,3871,107
khazi,1896.9970706136294,3.7014830124964133,3692,98
dered,1897.0531914893618,4.062769538202922,4482,118
kieve,1897.9876657415973,3.838865232925989,4135,99
tratt,1899.9904409497378,3.7433220180813613,3985,87
width,1900.0942028985507,3.9784730827729753,4429,116
iodic,1900.199969164354,3.762228756876789,4224,103
mucus,1900.2143077397473,3.828496413850419,3923,101
smush,1900.5422448350294,3.9045873446833466,4103,112
immew,1900.8831329016343,3.5473036681646284,3710,80
bobak,1901.1737588652481,3.6836579247952277,3557,104
tuffs,1901.5083256244218,3.7567095102807233,3998,98
wheen,1901.6874807277213,3.9227344398653203,4268,110
cheep,1901.8257786000618,3.937765914518778,4320,109
hench,1902.0741597286462,3.7305292288353167,3838,87
licit,1902.7927844588344,3.9620749360085257,4383,112
hinky,1903.5983657107615,4.05485882252509,4497,126
psyop,1903.7984890533457,3.639643892819698,3221,97
hedge,1904.8296330558126,3.978699134683157,4415,106
biffs,1905.5829478877583,3.6433874447013945,3837,84
every,1905.90888066605,3.7680805027518356,4016,106
gayly,1905.9472710453283,3.8267116703126387,4212,100
deere,1906.0171137835337,4.021523158052101,4482,100
cundy,1906.1110083256244,4.110428494822639,4536,132
hecht,1906.2067530064755,3.749191005104693,3869,100
glitz,1906.2673450508787,3.863130654347505,4357,100
mufti,1906.7673450508787,3.9536685835713947,4332,112
enmew,1906.9799568300955,3.784704221741211,4174,104
linny,1908.1537156953439,3.937622782638462,4412,109
blitz,1908.835646006784,3.857753522131557,4357,99
whang,1909.5894233734198,3.8991924447844406,4112,117
duked,1910.058896083873,3.7840417268444497,4028,96
fleek,1912.3120567375886,3.8909453239407275,4293,111
frowy,1912.4594511255011,3.877363445744834,4259,107
mawky,1912.8923835954363,3.911895119823147,4234,110
delve,1913.1327474560592,4.050103168204847,4479,126
tuffe,1913.281683626272,3.690784152909664,3779,93
faffs,1913.2893925377737,3.3135678714414802,3574,63
gyved,1913.3290163428924,3.8545024058575317,4180,106
going,1913.377428307123,3.8516725082121566,4300,105
facta,1913.4081097748997,3.91510223301292,4355,115
manga,1913.5311440024668,4.021031126186483,4427,124
windy,1914.4707061362935,4.048964435598713,4508,128
cuvee,1915.496299722479,3.869202218217924,4364,97
sulus,1915.6800801726797,3.8115431405796283,4172,89
fling,1916.0114091890225,3.9538552438082317,4418,112
mussy,1916.390841813136,3.917253675754975,3795,115
podgy,1916.9606845513413,4.075518846597884,4527,129
ginzo,1917.5696885599752,3.888694777226262,4178,118
cooze,1917.573234659266,3.7701309173720534,3702,104
caddy,1918.027135368486,3.8341374818671685,4170,109
yomim,1918.218008017268,3.6932064192328347,4133,87
recce,1918.2855380820229,3.8366678927741806,4301,95
musks,1919.0303731113167,3.967038269640489,4289,111
bitch,1919.1652790625963,4.003357328165296,4470,116
pecke,1919.5114091890225,3.9499218367788056,4389,114
flown,1919.7630280604378,3.843752571807543,4273,106
dreer,1920.0064754856614,4.0377593895958945,4482,117
alack,1920.0174221399939,3.9388523136703304,4339,116
kiwis,1920.095898859081,3.797883587167021,4039,90
judge,1921.6295097132286,3.765293813815179,3932,104
chana,1921.6677459142768,4.006799898395084,4340,116
drook,1921.668054270737,3.9313471087748093,4360,111
spiff,1921.9739438791244,3.5841377761933386,3800,74
whyda,1922.131051495529,3.8224643496435404,3896,115
wikis,1922.1470860314523,3.794821153560305,4039,95
zilla,1922.3302497687328,3.7266282481619513,3785,97
drere,1922.6615787850756,4.0158937059241815,4482,117
vampy,1923.064292321924,3.8768729166009095,4263,97
kotch,1924.4804193647858,4.033412653523767,4486,120
tinty,1924.5783225408572,4.018540888798116,4530,121
acock,1924.9483502929386,3.6457664512863057,3476,92
block,1925.2190872648782,3.96999685415636,4417,117
wacky,1925.2898550724638,3.894619075317393,4224,119
wrung,1925.4050262102992,3.8861580690106554,4332,106
pouch,1925.8601603453592,4.073497556646142,4519,128
devel,1925.9167437557817,4.025472408548278,4479,123
frill,1927.1083872957138,3.8052250078113303,4210,99
novum,1927.4670058587728,3.8217187623330253,4372,101
powny,1927.6825470243602,4.052650356049158,4531,126
nitid,1927.7076780758557,3.973787491346129,4481,113
nuffs,1928.6088498304039,3.641926178783491,3881,88
syphs,1928.7889300030836,3.8370430464787626,4059,113
filmy,1928.7989515880358,4.0070240912858095,4488,119
watap,1928.9429540548874,3.8900243198917863,4395,105
sluff,1929.995220474869,3.6682541951585836,3850,86
mahua,1930.8956213382671,3.8853594176664643,4310,107
sooks,1930.9668516805427,3.919656628416288,4278,109
gonch,1931.6945729263027,4.070992092378102,4562,121
erred,1932.8515263644774,4.005750587058397,4482,114
dumbo,1933.1162503854455,3.984166071091191,4369,127
woofs,1933.267653407339,3.8158830045107246,4018,108
fritz,1933.36401480111,3.836090385244997,4310,109
pussy,1935.04548257786,3.927983050920085,3872,116
ivied,1935.0493370336108,3.7079371212447243,4097,92
array,1935.0505704594511,3.8875726597688733,4309,103
reede,1935.872186247302,3.9743279313493587,4482,99
twink,1936.4372494603763,3.9790261113541696,4495,111
helve,1936.5442491520198,3.9030931855908473,4376,114
enfix,1936.6151711378354,3.626943347325989,3430,99
dived,1936.7779833487511,3.7737563353171417,4097,108
bever,1937.0943570767809,3.9519547131543225,4409,112
genny,1937.345050878816,3.8838690566928986,3944,113
dryly,1938.1510946654332,3.7270414351692938,4168,91
boord,1938.5371569534382,4.053722885671583,4472,137
bulla,1938.6708294788775,3.911529628084179,3960,112
bight,1939.4301572617946,3.92751312622621,4468,108
dotty,1940.3896083872958,3.9613274914765073,4516,106
fewer,1940.4421831637374,3.9206171112543085,4378,114
pyxed,1940.5812519272279,3.7956787172356625,4196,111
mouch,1942.7107616404564,4.060956304486333,4542,128
comix,1943.104841196423,3.8341948508585793,4299,110
eched,1943.2300339192107,3.8318316854359353,4349,104
embox,1943.5928152944805,3.589254750891636,3279,99
pawky,1943.8558433549183,3.930567431042425,4274,113
tilth,1944.4833487511564,3.9748297532888026,4506,111
jerry,1945.3157570151095,3.6833672474748735,4042,85
jingo,1945.9013259327783,3.8174911127214712,4198,115
qanat,1946.281529448042,3.8019702578414414,4413,90
tinny,1947.3280912735122,3.9753345871992147,4530,117
ridic,1948.1803885291397,3.8301241041193363,4345,113
burro,1948.2016651248844,3.916216250023231,4320,114
hussy,1948.427690410114,3.8559035195008686,3783,106
cubeb,1949.5539623805118,3.674218904121078,3952,94
hying,1950.5399321615787,3.916974632406597,4473,112
